transaction_id,items,date
8578,"banana, cheese",2025-01-24
8579,"chicken, apple, potato, bread",2024-05-06
8580,"apple, sugar",2025-04-28
8581,"salt, beef, tomato, banana, sugar, potato",2025-06-14
8582,"potato, eggs, pasta",2024-10-27
8583,"yogurt, eggs, chicken, butter, bread",2024-08-26
8584,"cheese, potato, yogurt, milk, bread, salt",2025-10-24
8585,"eggs, orange, apple, sugar, potato",2024-04-24
8586,"onion, cereal",2024-09-14
8587,"salt, onion, cheese",2024-08-29
8588,"oil, beef, yogurt, banana",2024-05-05
8589,"milk, eggs, beef",2025-02-13
8590,"orange, cheese",2025-09-30
8591,"pasta, cheese, yogurt, rice, milk",2025-09-08
8592,"cereal, pasta, beef, eggs, salt, cheese",2025-02-02
8593,"butter, bread",2025-05-13
8594,"potato, chicken, cheese, apple, oil",2024-12-05
8595,"tomato, pasta",2025-07-07
8596,"cereal, apple, milk, sugar",2024-05-22
8597,"banana, chicken, sugar",2024-09-22
8598,"potato, yogurt, salt, bread, cereal, butter",2024-06-13
8599,"orange, salt, tomato",2024-10-20
8600,"potato, beef",2024-09-10
8601,"onion, potato, chicken, orange, beef, milk",2024-05-08
8602,"chicken, salt, yogurt, bread",2024-11-10
8603,"salt, tomato",2024-05-05
8604,"cereal, yogurt, orange, tomato, apple",2025-06-15
8605,"milk, orange, cheese",2024-04-30
8606,"banana, rice, pasta, onion, tomato, beef",2024-01-17
8607,"bread, tomato, onion",2024-11-30
8608,"sugar, salt, bread, banana, orange, chicken",2025-12-08
8609,"milk, cereal, pasta, apple, onion",2024-05-15
8610,"sugar, beef, orange",2024-03-21
8611,"cheese, salt, sugar",2024-03-15
8612,"pasta, oil",2025-11-03
8613,"banana, bread, pasta, tomato",2025-06-24
8614,"salt, sugar",2025-01-25
8615,"eggs, milk, apple, bread, onion, chicken",2024-11-14
8616,"salt, rice, potato",2025-07-21
8617,"cereal, chicken, salt, potato",2025-06-17
8618,"salt, tomato, beef",2025-04-19
8619,"sugar, salt, onion, cheese",2025-06-27
8620,"bread, beef",2024-09-22
8621,"eggs, cheese",2025-11-10
8622,"butter, cereal, apple, orange, pasta, eggs",2024-05-29
8623,"yogurt, pasta, salt, tomato, butter, potato",2025-08-27
8624,"apple, tomato",2024-08-17
8625,"tomato, banana, cheese, onion, rice",2024-02-04
8626,"sugar, cheese",2024-11-15
8627,"cheese, oil",2024-09-10
8628,"potato, beef",2025-06-17
8629,"banana, yogurt, onion",2024-08-26
8630,"sugar, potato, oil, pasta",2024-05-09
8631,"tomato, potato, onion, butter, pasta",2024-12-02
8632,"cereal, chicken, eggs",2024-05-19
8633,"yogurt, eggs, banana, cheese",2025-01-18
8634,"potato, eggs, rice, beef",2024-06-04
8635,"chicken, apple",2024-12-03
8636,"sugar, oil, butter, cereal, potato",2025-05-07
8637,"tomato, potato, cheese, sugar, milk, onion",2024-02-11
8638,"eggs, sugar",2024-07-04
8639,"banana, cheese, butter, apple, tomato, milk",2025-05-23
8640,"pasta, bread, banana, chicken, yogurt",2025-08-15
8641,"bread, rice, yogurt, sugar, apple",2024-06-10
8642,"butter, cereal, rice, banana",2025-05-29
8643,"banana, salt, yogurt",2025-11-19
8644,"apple, bread, cereal",2025-05-29
8645,"potato, chicken, salt, cheese",2025-06-01
8646,"sugar, cheese, potato, yogurt, eggs",2025-11-04
8647,"yogurt, sugar, orange, potato, milk, pasta",2025-10-21
8648,"tomato, yogurt, eggs, pasta",2025-07-22
8649,"potato, apple, yogurt, beef",2024-09-05
8650,"potato, eggs",2024-10-25
8651,"butter, cereal, potato, apple",2025-09-09
8652,"oil, tomato, apple, chicken, cereal, bread",2024-11-14
8653,"beef, milk, orange",2024-03-31
8654,"potato, banana",2024-12-08
8655,"potato, oil, tomato, yogurt, sugar",2025-04-10
8656,"salt, milk, onion, cheese, tomato",2025-09-29
8657,"salt, bread, potato",2024-09-11
8658,"bread, tomato",2025-05-19
8659,"apple, rice",2024-04-14
8660,"oil, potato",2024-01-21
8661,"beef, rice, salt, yogurt, sugar",2024-05-30
8662,"yogurt, apple",2024-06-09
8663,"sugar, yogurt, rice, salt",2024-05-10
8664,"onion, bread, oil, pasta",2025-06-11
8665,"beef, eggs, sugar, yogurt, potato",2025-09-15
8666,"apple, cheese, pasta, orange, butter",2024-03-05
8667,"rice, potato, apple, butter",2025-12-31
8668,"milk, chicken, cereal, banana",2024-06-04
8669,"yogurt, bread",2025-10-21
8670,"apple, pasta, yogurt, orange",2024-03-28
8671,"rice, onion, apple, bread",2024-05-05
8672,"pasta, oil, beef, milk, banana",2024-03-03
8673,"orange, beef, banana, oil",2025-09-06
8674,"butter, cheese, chicken",2025-11-12
8675,"oil, yogurt, bread",2025-08-03
8676,"beef, orange, sugar",2025-03-27
8677,"pasta, eggs",2025-03-11
8678,"cheese, milk",2024-03-04
8679,"rice, orange, oil, onion, salt, potato",2025-05-24
8680,"rice, oil, chicken",2025-05-18
8681,"orange, cereal, apple, cheese, milk, eggs",2024-04-25
8682,"oil, pasta, beef",2024-11-13
8683,"tomato, apple, cheese, orange, milk, rice",2025-01-13
8684,"milk, onion, sugar, orange",2025-09-20
8685,"salt, cheese, oil, tomato, orange, apple",2025-05-30
8686,"pasta, beef, tomato",2025-04-03
8687,"oil, yogurt, rice, cereal",2024-10-23
8688,"tomato, cheese, rice, oil, cereal",2024-05-07
8689,"yogurt, potato, pasta, milk, sugar",2025-09-30
8690,"bread, cereal, milk",2025-07-08
8691,"bread, salt, eggs, orange, beef",2025-06-11
8692,"chicken, bread, banana, sugar",2025-03-10
8693,"potato, cereal, rice, bread, eggs, sugar",2024-09-26
8694,"cereal, chicken, onion",2025-08-31
8695,"cheese, yogurt, oil",2025-05-31
8696,"pasta, banana, cheese",2025-01-27
8697,"apple, potato, chicken, milk, banana, beef",2024-04-20
8698,"sugar, eggs, apple",2024-07-17
8699,"sugar, milk",2024-09-30
8700,"cheese, orange, beef, eggs",2024-06-03
8701,"chicken, eggs, cereal, orange",2025-01-07
8702,"beef, oil",2024-06-08
8703,"sugar, tomato",2025-08-08
8704,"chicken, pasta, banana, bread",2024-06-04
8705,"sugar, oil, orange",2024-05-24
8706,"yogurt, apple, cheese, potato",2025-08-15
8707,"beef, rice",2024-04-13
8708,"eggs, milk, banana",2025-07-02
8709,"banana, milk, potato",2025-03-01
8710,"bread, tomato, butter",2024-02-24
8711,"tomato, oil, beef, milk, cereal, banana",2025-08-18
8712,"tomato, bread, cheese, potato, milk",2025-09-06
8713,"milk, pasta, apple, rice, eggs",2025-08-11
8714,"pasta, rice, orange, salt, yogurt, banana",2025-04-02
8715,"chicken, rice, salt, oil, butter",2024-07-26
8716,"sugar, beef, salt, eggs, banana",2025-10-27
8717,"butter, eggs, beef, pasta, apple, chicken",2024-04-10
8718,"tomato, pasta",2024-08-17
8719,"cheese, salt, milk, yogurt, butter, chicken",2024-06-21
8720,"milk, eggs, apple, salt, orange, oil",2025-01-29
8721,"eggs, potato, beef, butter",2025-07-13
8722,"eggs, yogurt, potato, rice",2025-05-27
8723,"sugar, apple, onion, cereal",2024-06-27
8724,"apple, yogurt, cereal",2024-05-11
8725,"cereal, butter",2025-09-01
8726,"sugar, milk",2025-07-06
8727,"chicken, cereal, salt, yogurt, rice, pasta",2025-06-16
8728,"oil, potato, butter, pasta, yogurt, chicken",2025-02-27
8729,"butter, orange, cereal, oil, chicken",2025-12-15
8730,"chicken, cereal, rice, sugar",2025-08-09
8731,"banana, apple, milk, yogurt, salt, tomato",2025-02-03
8732,"apple, tomato, salt, beef",2024-03-11
8733,"rice, beef, pasta, tomato, cereal, chicken",2025-07-20
8734,"pasta, onion",2025-12-04
8735,"onion, cheese, pasta, rice, milk, beef",2025-05-22
8736,"beef, sugar, salt, banana",2024-09-04
8737,"oil, eggs, chicken, milk",2025-03-28
8738,"beef, chicken, milk, oil, orange",2025-10-02
8739,"chicken, milk, cereal, pasta",2025-03-19
8740,"potato, banana, rice",2025-05-26
8741,"sugar, salt, cheese, bread",2024-11-03
8742,"beef, eggs, yogurt, milk",2024-05-16
8743,"sugar, pasta",2024-03-01
8744,"chicken, salt, cereal, yogurt, oil",2025-04-17
8745,"orange, milk",2025-09-17
8746,"bread, rice, butter, yogurt, salt, tomato",2024-09-21
8747,"chicken, yogurt, cereal, butter, rice",2025-08-02
8748,"rice, butter, onion, oil, potato",2025-05-29
8749,"butter, salt, rice, chicken, yogurt",2024-06-09
8750,"beef, bread, rice, potato",2025-07-29
8751,"cereal, cheese, apple, onion, milk",2024-12-16
8752,"cheese, onion, salt",2025-07-19
8753,"butter, pasta, chicken, sugar",2024-06-11
8754,"rice, eggs, sugar, yogurt",2024-12-20
8755,"butter, oil, pasta",2024-10-27
8756,"butter, potato",2024-03-04
8757,"cheese, eggs, oil, banana, bread",2024-10-20
8758,"salt, banana, milk, apple, eggs",2025-09-28
8759,"butter, apple, banana, yogurt, oil",2024-12-20
8760,"sugar, banana",2025-12-11
8761,"oil, eggs",2024-06-24
8762,"cheese, sugar, eggs, orange, bread, salt",2024-03-09
8763,"cheese, apple, salt, potato, yogurt, onion",2025-05-13
8764,"pasta, sugar, cereal",2024-05-02
8765,"butter, bread, pasta, beef",2025-03-20
8766,"chicken, salt, rice, bread",2025-10-03
8767,"salt, beef, tomato, apple, yogurt",2024-01-03
8768,"cereal, cheese, onion, orange, milk, chicken",2025-07-31
8769,"rice, bread",2025-01-03
8770,"eggs, sugar, salt, beef, pasta, tomato",2024-08-30
8771,"oil, beef",2024-04-21
8772,"cheese, cereal, orange, bread",2024-12-28
8773,"eggs, yogurt, sugar, bread, rice",2025-04-30
8774,"tomato, cereal, orange, yogurt",2024-11-13
8775,"tomato, sugar, cereal",2024-06-11
8776,"eggs, onion",2024-06-27
8777,"banana, rice, tomato, cheese, cereal, potato",2024-09-17
8778,"butter, cheese, milk, bread, eggs",2024-06-19
8779,"chicken, sugar",2025-06-16
8780,"pasta, banana, salt, tomato",2025-07-04
8781,"tomato, butter, eggs, banana, pasta",2025-04-16
8782,"banana, milk, rice, tomato",2024-12-18
8783,"potato, chicken, beef, onion, butter",2024-10-10
8784,"oil, yogurt",2024-12-25
8785,"cheese, salt, butter, beef",2025-09-17
8786,"oil, banana, eggs, salt, chicken",2025-06-20
8787,"eggs, beef, pasta",2024-08-28
8788,"sugar, onion, oil",2024-04-19
8789,"orange, bread, milk",2025-06-10
8790,"cheese, yogurt, beef, salt, rice",2024-03-06
8791,"orange, butter",2025-05-05
8792,"salt, beef",2024-09-17
8793,"oil, banana, beef, potato",2024-12-06
8794,"milk, orange",2024-07-06
8795,"bread, beef, pasta, chicken",2024-04-22
8796,"tomato, pasta, orange, sugar, salt, rice",2025-06-15
8797,"apple, banana, cheese, salt, onion",2025-03-23
8798,"cheese, chicken",2025-09-24
8799,"oil, onion, rice",2025-05-04
8800,"yogurt, milk, pasta, oil, cereal, butter",2024-06-04
8801,"yogurt, cereal",2025-04-29
8802,"cheese, pasta, yogurt, orange",2025-11-10
8803,"milk, potato",2024-07-13
8804,"oil, rice, cereal, butter",2025-05-22
8805,"sugar, rice, apple, tomato, cereal",2024-03-10
8806,"butter, apple",2025-06-11
8807,"chicken, butter, banana",2025-02-27
8808,"beef, sugar, salt",2024-07-24
8809,"cereal, banana, apple, cheese",2025-02-05
8810,"tomato, milk",2024-04-14
8811,"apple, milk, tomato, sugar",2025-12-06
8812,"sugar, pasta, cereal, beef, oil, onion",2024-07-01
8813,"salt, potato, cereal, milk, orange, banana",2024-06-10
8814,"butter, apple, beef",2024-12-28
8815,"milk, apple",2025-11-26
8816,"yogurt, chicken, onion, cereal, cheese, orange",2024-11-27
8817,"yogurt, milk",2025-12-10
8818,"cereal, yogurt, pasta, rice",2025-11-07
8819,"milk, tomato, butter, chicken",2025-01-23
8820,"apple, sugar, bread, oil, beef",2024-05-23
8821,"beef, tomato, oil, pasta",2024-02-03
8822,"chicken, yogurt, banana, beef, apple, cheese",2025-03-23
8823,"oil, yogurt",2024-05-26
8824,"bread, butter",2025-01-30
8825,"pasta, eggs",2024-12-02
8826,"cheese, onion",2024-05-04
8827,"beef, yogurt",2025-03-30
8828,"bread, eggs, pasta",2025-09-26
8829,"rice, cereal, apple, bread, butter",2024-03-29
8830,"eggs, cheese, chicken, oil",2025-05-15
8831,"potato, orange, onion, milk",2024-11-27
8832,"milk, bread, sugar",2024-03-20
8833,"milk, butter",2024-06-16
8834,"potato, orange",2024-07-09
8835,"cereal, beef",2025-07-15
8836,"pasta, butter, chicken, oil, apple, orange",2024-12-13
8837,"oil, potato, banana",2025-05-25
8838,"onion, yogurt, cheese, pasta, orange",2025-09-10
8839,"eggs, tomato, rice, orange",2024-01-25
8840,"beef, cheese, bread, milk, oil, chicken",2024-01-22
8841,"chicken, butter",2024-06-26
8842,"apple, beef, butter",2025-11-05
8843,"tomato, oil, cereal, sugar, butter",2024-11-09
8844,"cereal, salt, tomato, butter",2025-07-07
8845,"eggs, sugar, pasta, yogurt, salt",2025-10-04
8846,"potato, beef, chicken, orange, oil, onion",2025-03-26
8847,"beef, bread, oil, yogurt",2025-02-02
8848,"potato, beef",2024-08-17
8849,"eggs, yogurt",2024-05-25
8850,"onion, tomato, butter, eggs",2024-01-19
8851,"rice, sugar",2024-08-22
8852,"yogurt, cheese",2025-01-29
8853,"salt, potato",2025-10-09
8854,"orange, onion",2024-07-21
8855,"rice, chicken, milk",2024-02-12
8856,"pasta, orange",2025-08-18
8857,"banana, cheese",2025-02-12
8858,"milk, onion, beef, chicken",2025-05-13
8859,"chicken, apple, banana, rice, bread, oil",2024-09-07
8860,"orange, banana, eggs",2025-02-22
8861,"eggs, salt, pasta, yogurt, orange, apple",2025-10-13
8862,"eggs, pasta, butter",2024-11-30
8863,"cheese, eggs, potato, milk, apple",2024-06-23
8864,"chicken, oil, potato",2024-08-09
8865,"apple, banana, milk, cheese",2024-11-25
8866,"onion, sugar",2025-08-01
8867,"milk, cereal, rice, tomato, onion",2025-02-04
8868,"potato, cheese, cereal, onion",2024-07-22
8869,"apple, butter, cheese",2025-06-03
8870,"rice, beef",2024-04-27
8871,"chicken, bread, banana, sugar",2025-06-07
8872,"beef, yogurt, bread",2025-10-08
8873,"chicken, onion, orange",2025-07-23
8874,"salt, beef, cereal, pasta",2024-02-22
8875,"potato, chicken, oil, orange",2024-03-01
8876,"chicken, cheese, butter, oil",2024-10-07
8877,"bread, pasta, salt, yogurt, butter, banana",2024-10-09
8878,"cereal, salt, tomato, eggs, apple, milk",2024-11-25
8879,"orange, pasta, milk",2025-05-22
8880,"eggs, butter, oil",2024-05-09
8881,"orange, rice, onion, eggs, beef, bread",2024-09-22
8882,"cheese, bread",2025-07-26
8883,"orange, potato, rice, salt, apple",2025-10-31
8884,"tomato, cheese, apple, sugar, chicken",2025-07-22
8885,"apple, eggs, butter, milk, sugar",2024-05-09
8886,"milk, cheese, bread, sugar, beef, tomato",2024-07-30
8887,"cheese, yogurt, banana, rice",2025-10-30
8888,"butter, tomato",2024-09-09
8889,"milk, cheese, sugar, bread, beef",2024-04-23
8890,"potato, cereal, beef",2024-05-04
8891,"apple, pasta, oil, tomato",2024-07-31
8892,"bread, apple, potato, yogurt",2025-04-11
8893,"oil, bread, chicken",2024-06-08
8894,"banana, onion",2025-09-06
8895,"apple, milk, yogurt, chicken, onion",2025-02-10
8896,"oil, butter, chicken, potato, beef",2025-12-17
8897,"orange, apple, salt, eggs",2024-11-26
8898,"onion, tomato, beef, potato, cereal",2025-04-04
8899,"sugar, banana, cereal",2025-01-15
8900,"onion, tomato",2024-08-10
8901,"beef, potato, oil, bread",2024-02-22
8902,"cereal, rice, beef, apple",2025-07-03
8903,"rice, tomato, apple",2025-05-27
8904,"oil, potato, sugar, pasta",2025-04-29
8905,"eggs, milk, beef, potato, rice, cereal",2025-03-20
8906,"rice, salt, chicken",2025-05-24
8907,"milk, rice, oil, yogurt, bread, eggs",2025-11-03
8908,"rice, beef, potato",2025-07-24
8909,"milk, orange, pasta, bread, eggs",2025-09-23
8910,"sugar, oil, milk, chicken",2024-03-07
8911,"oil, cereal, rice, apple, tomato",2024-09-22
8912,"onion, milk",2025-07-18
8913,"orange, chicken",2024-12-23
8914,"chicken, yogurt",2025-01-20
8915,"apple, yogurt, butter, orange, eggs, salt",2025-06-09
8916,"eggs, tomato, apple, cheese",2024-02-20
8917,"apple, bread, yogurt",2024-07-17
8918,"cereal, salt, beef",2025-09-26
8919,"apple, yogurt, sugar",2025-01-24
8920,"cereal, bread, rice, pasta, orange",2025-07-06
8921,"potato, milk, cheese, pasta, apple, chicken",2024-04-19
8922,"cereal, sugar, tomato, cheese",2024-07-17
8923,"cereal, oil",2024-07-11
8924,"rice, salt",2024-08-24
8925,"butter, apple, onion, cheese, orange",2025-03-27
8926,"salt, chicken, butter",2025-02-23
8927,"salt, butter, yogurt, potato, oil, rice",2025-01-06
8928,"chicken, rice, onion, yogurt, pasta, oil",2025-12-25
8929,"potato, beef, onion, eggs, banana",2025-01-30
8930,"orange, salt, apple, banana, yogurt, cheese",2024-03-18
8931,"potato, onion, banana, yogurt, eggs, sugar",2025-06-24
8932,"pasta, butter, potato, yogurt, cheese, salt",2024-10-25
8933,"rice, banana",2024-11-20
8934,"oil, orange, milk, butter",2024-11-17
8935,"eggs, bread, sugar, milk, banana",2025-11-24
8936,"sugar, bread, salt, beef, oil",2024-05-01
8937,"eggs, cheese, yogurt, cereal, pasta, apple",2024-11-08
8938,"banana, potato, oil, sugar",2025-01-14
8939,"apple, salt",2024-11-28
8940,"yogurt, chicken, rice",2024-09-19
8941,"oil, pasta, banana",2025-08-19
8942,"potato, cereal",2024-07-09
8943,"eggs, butter",2025-02-14
8944,"banana, yogurt, apple, chicken, onion, beef",2025-12-10
8945,"oil, bread, sugar",2024-03-13
8946,"banana, pasta, milk",2024-04-21
8947,"cheese, tomato, salt",2024-05-24
8948,"cereal, pasta, onion, sugar",2025-07-15
8949,"onion, apple",2024-11-29
8950,"orange, potato",2025-08-26
8951,"apple, potato, cheese, onion",2024-02-01
8952,"tomato, beef, onion",2025-09-27
8953,"apple, potato, cheese",2024-04-18
8954,"oil, potato, milk, eggs, bread",2024-04-18
8955,"cereal, bread",2024-05-02
8956,"orange, apple, pasta, rice",2025-05-15
8957,"oil, rice, banana, orange, eggs",2025-04-01
8958,"butter, milk, sugar, beef, chicken, tomato",2024-10-09
8959,"cheese, milk, tomato, potato, sugar",2025-03-28
8960,"butter, oil, yogurt, sugar, salt, onion",2025-01-13
8961,"sugar, beef, yogurt",2024-11-08
8962,"onion, beef, cereal, salt, eggs",2024-04-11
8963,"eggs, pasta, orange, cheese, beef, yogurt",2025-03-30
8964,"tomato, pasta, onion, sugar, orange",2025-03-29
8965,"milk, pasta, bread",2025-10-24
8966,"bread, apple, banana",2024-12-21
8967,"orange, sugar, yogurt, oil",2025-01-31
8968,"cereal, apple, onion, potato",2024-04-01
8969,"milk, rice, orange, onion",2025-04-14
8970,"orange, chicken, rice",2024-01-18
8971,"eggs, salt, chicken",2025-04-29
8972,"yogurt, pasta",2025-09-19
8973,"cheese, banana",2024-03-20
8974,"milk, banana, chicken, cheese, potato, oil",2025-06-15
8975,"cheese, tomato, apple, rice, chicken, beef",2025-03-08
8976,"butter, milk, bread, chicken",2024-12-15
8977,"beef, butter, tomato",2025-05-04
8978,"bread, salt, tomato, chicken, cereal, sugar",2024-02-08
8979,"rice, beef",2025-07-16
8980,"rice, eggs, apple, salt",2025-02-03
8981,"milk, apple, chicken, banana, onion",2024-07-09
8982,"potato, pasta, milk",2024-08-27
8983,"apple, milk, pasta",2025-05-26
8984,"apple, tomato, cereal, sugar, potato",2025-09-17
8985,"apple, oil, pasta, butter",2024-12-19
8986,"eggs, chicken, milk, oil",2025-12-18
8987,"pasta, rice, onion, apple, beef, butter",2024-08-19
8988,"yogurt, onion, cereal, rice",2025-03-02
8989,"milk, onion",2025-12-23
8990,"butter, pasta, bread, cereal, milk",2025-03-14
8991,"onion, eggs",2025-04-23
8992,"butter, salt, cereal",2024-02-15
8993,"chicken, milk, potato, banana, cheese",2024-03-27
8994,"chicken, pasta, beef, apple",2025-10-17
8995,"butter, eggs, cheese, onion, rice",2025-01-05
8996,"rice, salt, orange, cheese, tomato, milk",2025-07-23
8997,"oil, salt, yogurt, butter",2024-04-28
8998,"rice, onion, banana, milk, beef, butter",2025-03-15
8999,"sugar, bread, onion, tomato",2025-05-20
9000,"pasta, bread",2024-01-21
9001,"orange, yogurt",2024-12-31
9002,"banana, rice, chicken",2025-01-19
9003,"sugar, butter, onion",2025-07-31
9004,"oil, apple, bread, butter, cheese, cereal",2025-11-16
9005,"chicken, pasta, butter, salt, rice",2024-05-27
9006,"orange, cheese, bread, eggs",2025-06-30
9007,"butter, banana, eggs, onion, sugar",2025-12-08
9008,"tomato, rice",2024-10-18
9009,"orange, onion, rice, milk",2024-04-01
9010,"cereal, eggs, banana, potato",2024-01-05
9011,"pasta, onion, cereal",2024-10-25
9012,"pasta, banana, potato, tomato, bread, chicken",2024-10-30
9013,"eggs, yogurt, apple, pasta",2024-12-06
9014,"eggs, tomato, cereal, bread, orange, rice",2025-05-09
9015,"bread, rice, banana, sugar, milk, oil",2025-02-23
9016,"oil, bread, tomato, chicken, yogurt, sugar",2025-07-08
9017,"cereal, apple, bread, potato",2025-08-01
9018,"onion, apple, potato, butter, yogurt",2025-09-22
9019,"apple, banana, rice, tomato",2024-06-18
9020,"banana, butter, cereal, salt, onion",2024-08-14
9021,"sugar, rice, pasta, cheese, orange",2024-12-24
9022,"orange, sugar, bread, oil",2025-02-13
9023,"beef, milk, bread",2025-06-19
9024,"cheese, milk, chicken",2024-11-07
9025,"cheese, beef, bread",2024-04-28
9026,"oil, tomato, eggs, potato, apple",2024-08-23
9027,"potato, rice",2025-01-17
9028,"salt, eggs, yogurt",2025-03-31
9029,"pasta, cheese, chicken, onion",2024-05-17
9030,"pasta, salt, onion, oil, butter, orange",2025-07-08
9031,"butter, eggs, sugar, potato",2025-04-15
9032,"apple, bread, salt, eggs, rice, pasta",2024-10-05
9033,"beef, tomato, chicken, butter, oil",2024-06-16
9034,"banana, oil, onion, sugar",2024-07-05
9035,"onion, chicken, cheese, eggs",2024-10-02
9036,"banana, apple",2024-08-01
9037,"butter, beef, bread, chicken",2024-08-23
9038,"tomato, bread, milk, pasta, yogurt",2024-01-25
9039,"yogurt, beef, potato, bread, milk",2025-07-04
9040,"orange, milk",2025-06-01
9041,"milk, potato, cheese, sugar",2024-10-15
9042,"chicken, oil, salt, yogurt",2025-12-04
9043,"oil, cheese, potato, cereal",2024-10-17
9044,"bread, salt, yogurt, potato, cheese, oil",2024-09-19
9045,"potato, bread",2025-04-13
9046,"apple, tomato, eggs, cheese, salt, chicken",2025-06-17
9047,"potato, onion, beef",2025-12-20
9048,"orange, banana, oil",2024-06-13
9049,"banana, rice, orange, milk, butter",2025-10-06
9050,"orange, tomato, yogurt, banana, onion, apple",2024-06-02
9051,"oil, tomato, beef, orange",2024-08-07
9052,"pasta, onion",2025-03-05
9053,"oil, tomato",2025-10-30
9054,"banana, bread, beef",2025-01-01
9055,"rice, pasta",2024-09-10
9056,"tomato, banana, orange",2024-11-26
9057,"potato, oil",2024-10-17
9058,"cheese, chicken",2025-08-13
9059,"onion, salt, beef",2025-03-18
9060,"rice, pasta, banana",2025-05-22
9061,"apple, butter, eggs, yogurt, banana",2024-01-02
9062,"apple, rice, onion",2024-12-11
9063,"yogurt, orange, bread, apple",2025-02-06
9064,"chicken, oil, yogurt, rice",2025-01-01
9065,"cereal, rice, banana, orange",2025-03-01
9066,"butter, oil",2025-06-28
9067,"tomato, oil, butter",2025-03-08
9068,"cheese, beef, banana",2025-12-19
9069,"butter, apple, bread, onion, yogurt, banana",2025-09-17
9070,"salt, tomato, butter, bread",2024-05-30
9071,"eggs, pasta",2025-05-18
9072,"potato, apple, banana",2025-03-15
9073,"eggs, tomato, butter, sugar",2025-01-20
9074,"salt, pasta, yogurt, oil",2024-05-26
9075,"milk, bread, banana, tomato, apple",2025-11-29
9076,"cheese, bread",2024-03-12
9077,"oil, tomato",2025-04-02
9078,"milk, yogurt",2024-08-24
9079,"pasta, banana, tomato, eggs, beef, salt",2024-10-11
9080,"salt, yogurt, milk",2025-05-13
9081,"eggs, oil",2025-08-29
9082,"onion, tomato, beef, cheese, milk, orange",2025-12-29
9083,"bread, tomato",2025-12-02
9084,"eggs, yogurt, chicken, beef, butter",2024-04-19
9085,"chicken, bread",2024-02-13
9086,"orange, rice",2024-02-02
9087,"butter, yogurt, cereal, pasta",2025-03-01
9088,"cheese, beef, rice",2024-08-02
9089,"tomato, onion, yogurt, beef, oil, bread",2025-08-08
9090,"pasta, salt",2024-02-19
9091,"tomato, banana",2024-12-14
9092,"cheese, oil, onion",2025-02-05
9093,"onion, milk, eggs, salt, potato",2025-03-04
9094,"rice, beef",2025-08-07
9095,"chicken, cheese",2024-04-08
9096,"butter, potato, milk, rice, pasta, apple",2025-10-25
9097,"tomato, onion, oil, banana, pasta, rice",2025-05-29
9098,"chicken, cheese, potato",2024-03-01
9099,"pasta, potato, beef",2025-01-11
9100,"sugar, milk, cheese",2024-10-22
9101,"beef, banana, milk",2024-04-25
9102,"yogurt, eggs, oil, potato",2024-08-28
9103,"sugar, yogurt, potato, banana, apple, tomato",2024-10-14
9104,"pasta, apple",2025-12-19
9105,"beef, potato, rice",2025-10-04
9106,"rice, salt",2025-09-22
9107,"salt, chicken, pasta, rice",2024-11-03
9108,"cheese, eggs, chicken, bread",2024-07-09
9109,"oil, onion, apple, eggs, beef",2025-12-18
9110,"rice, oil, apple",2025-08-07
9111,"apple, banana, pasta, butter, cereal",2024-02-20
9112,"bread, orange, sugar, potato, yogurt, salt",2025-08-30
9113,"apple, pasta",2025-11-06
9114,"onion, orange, rice",2024-01-30
9115,"pasta, apple",2024-07-20
9116,"salt, chicken, butter, rice",2024-03-03
9117,"banana, beef, rice",2025-12-30
9118,"bread, onion",2025-01-11
9119,"chicken, cheese",2024-11-16
9120,"apple, oil",2024-01-09
9121,"cereal, bread",2024-10-17
9122,"yogurt, onion, oil, sugar, banana, cheese",2024-09-18
9123,"beef, oil, banana, eggs",2025-02-20
9124,"salt, beef",2025-03-11
9125,"onion, butter, beef, apple, bread, tomato",2024-06-30
9126,"orange, beef, butter, salt, tomato",2024-07-28
9127,"butter, cheese, potato, oil, pasta, milk",2025-02-19
9128,"rice, orange",2024-03-28
9129,"apple, bread, cheese, sugar, yogurt, rice",2025-10-19
9130,"rice, yogurt",2025-02-22
9131,"apple, bread, rice, cheese, sugar",2024-11-07
9132,"orange, sugar, pasta, eggs, bread, banana",2025-11-15
9133,"potato, eggs",2024-07-12
9134,"milk, apple, pasta, butter",2024-02-29
9135,"sugar, pasta",2025-01-27
9136,"bread, onion, beef",2024-09-05
9137,"chicken, oil, beef, sugar, potato, butter",2025-01-23
9138,"rice, oil, yogurt, tomato, banana",2024-04-07
9139,"cereal, apple",2024-04-19
9140,"cheese, potato",2025-04-18
9141,"eggs, apple, butter",2024-04-17
9142,"butter, banana, chicken",2025-03-22
9143,"apple, cereal, pasta, eggs",2025-03-25
9144,"tomato, yogurt, oil",2024-08-24
9145,"sugar, eggs, onion, orange, milk",2024-02-15
9146,"eggs, pasta, butter, beef, oil, sugar",2025-04-30
9147,"eggs, apple, yogurt, orange",2024-02-18
9148,"orange, beef",2024-09-15
9149,"cheese, butter, onion, bread, salt",2025-03-11
9150,"sugar, rice, potato, butter, eggs",2025-03-28
9151,"eggs, pasta, banana, cheese",2025-02-20
9152,"eggs, potato, cereal, cheese, yogurt, oil",2024-09-12
9153,"potato, cereal, onion, orange, tomato, cheese",2025-01-06
9154,"chicken, beef, sugar, cheese",2024-12-24
